intercept,sp500_coef,Date,sign,sign_flip
,,2010-05-19,,False
,,2010-05-20,,False
,,2010-05-21,,False
,,2010-05-24,,False
,,2010-05-25,,False
,,2010-05-26,,False
,,2010-05-27,,False
,,2010-05-28,,False
,,2010-05-31,,False
,,2010-06-01,,False
,,2010-06-02,,False
,,2010-06-03,,False
,,2010-06-04,,False
,,2010-06-07,,False
,,2010-06-08,,False
,,2010-06-09,,False
,,2010-06-10,,False
,,2010-06-11,,False
,,2010-06-14,,False
,,2010-06-15,,False
,,2010-06-16,,False
,,2010-06-17,,False
,,2010-06-18,,False
,,2010-06-21,,False
,,2010-06-22,,False
,,2010-06-23,,False
,,2010-06-24,,False
,,2010-06-25,,False
,,2010-06-28,,False
,,2010-06-29,,False
,,2010-06-30,,False
,,2010-07-01,,False
,,2010-07-02,,False
,,2010-07-05,,False
,,2010-07-06,,False
,,2010-07-07,,False
,,2010-07-08,,False
,,2010-07-09,,False
,,2010-07-12,,False
,,2010-07-13,,False
,,2010-07-14,,False
,,2010-07-15,,False
,,2010-07-16,,False
,,2010-07-19,,False
,,2010-07-20,,False
,,2010-07-21,,False
,,2010-07-22,,False
,,2010-07-23,,False
,,2010-07-26,,False
,,2010-07-27,,False
,,2010-07-28,,False
,,2010-07-29,,False
,,2010-07-30,,False
,,2010-08-02,,False
,,2010-08-03,,False
,,2010-08-04,,False
,,2010-08-05,,False
,,2010-08-06,,False
,,2010-08-09,,False
,,2010-08-10,,False
,,2010-08-11,,False
,,2010-08-12,,False
,,2010-08-13,,False
,,2010-08-16,,False
,,2010-08-17,,False
,,2010-08-18,,False
,,2010-08-19,,False
,,2010-08-20,,False
,,2010-08-23,,False
,,2010-08-24,,False
,,2010-08-25,,False
,,2010-08-26,,False
,,2010-08-27,,False
,,2010-08-30,,False
,,2010-08-31,,False
,,2010-09-01,,False
,,2010-09-02,,False
,,2010-09-03,,False
,,2010-09-06,,False
,,2010-09-07,,False
,,2010-09-08,,False
,,2010-09-09,,False
,,2010-09-10,,False
,,2010-09-13,,False
,,2010-09-14,,False
,,2010-09-15,,False
,,2010-09-16,,False
,,2010-09-17,,False
,,2010-09-20,,False
,,2010-09-21,,False
,,2010-09-22,,False
,,2010-09-23,,False
,,2010-09-24,,False
,,2010-09-27,,False
,,2010-09-28,,False
,,2010-09-29,,False
,,2010-09-30,,False
,,2010-10-01,,False
,,2010-10-04,,False
,,2010-10-05,,False
,,2010-10-06,,False
,,2010-10-07,,False
,,2010-10-08,,False
,,2010-10-11,,False
,,2010-10-12,,False
,,2010-10-13,,False
,,2010-10-14,,False
,,2010-10-15,,False
,,2010-10-18,,False
,,2010-10-19,,False
,,2010-10-20,,False
,,2010-10-21,,False
,,2010-10-22,,False
,,2010-10-25,,False
,,2010-10-26,,False
,,2010-10-27,,False
,,2010-10-28,,False
,,2010-10-29,,False
,,2010-11-01,,False
,,2010-11-02,,False
,,2010-11-03,,False
,,2010-11-04,,False
,,2010-11-05,,False
,,2010-11-08,,False
,,2010-11-09,,False
,,2010-11-10,,False
,,2010-11-11,,False
,,2010-11-12,,False
,,2010-11-15,,False
,,2010-11-16,,False
,,2010-11-17,,False
,,2010-11-18,,False
,,2010-11-19,,False
,,2010-11-22,,False
,,2010-11-23,,False
,,2010-11-24,,False
,,2010-11-25,,False
,,2010-11-26,,False
,,2010-11-29,,False
,,2010-11-30,,False
,,2010-12-01,,False
,,2010-12-02,,False
,,2010-12-03,,False
,,2010-12-06,,False
,,2010-12-07,,False
,,2010-12-08,,False
,,2010-12-09,,False
,,2010-12-10,,False
,,2010-12-13,,False
,,2010-12-14,,False
,,2010-12-15,,False
,,2010-12-16,,False
,,2010-12-17,,False
,,2010-12-20,,False
,,2010-12-21,,False
,,2010-12-22,,False
-0.00010279864085125288,-0.02688718673425695,2010-12-23,-1.0,False
-6.7486994078494e-05,-0.02609670072147435,2010-12-24,-1.0,False
-8.954161692164735e-05,-0.026129148649246717,2010-12-27,-1.0,False
-0.00010989713985754667,-0.02550684429639071,2010-12-28,-1.0,False
-4.7752851423284814e-05,-0.02486568953425489,2010-12-29,-1.0,False
-6.474048508598568e-05,-0.025009739660216187,2010-12-30,-1.0,False
-0.00010206154465136112,-0.025297423315794744,2010-12-31,-1.0,False
-5.4095674881835464e-05,-0.026018020772443057,2011-01-03,-1.0,False
-9.190190329226163e-05,-0.027137180166758593,2011-01-04,-1.0,False
-9.408367477875987e-05,-0.030273811012727986,2011-01-05,-1.0,False
-9.399334747083983e-05,-0.028531909591620396,2011-01-06,-1.0,False
-0.0001081923164032055,-0.03162389801519941,2011-01-07,-1.0,False
-5.1941433439906975e-05,-0.03602451002913034,2011-01-10,-1.0,False
-6.53327242446685e-05,-0.032713931637906604,2011-01-11,-1.0,False
-0.00014983793455640226,-0.02806910621223797,2011-01-12,-1.0,False
-0.00013026486211605037,-0.025693550041418926,2011-01-13,-1.0,False
-0.00013425524034895068,-0.025446389722948517,2011-01-14,-1.0,False
-0.00016612033803076558,-0.027893823391423878,2011-01-17,-1.0,False
-6.024746154239051e-05,-0.03165878481021129,2011-01-18,-1.0,False
-6.433342973380505e-05,-0.03151853987816529,2011-01-19,-1.0,False
-0.00013941426506439605,-0.030222647390980694,2011-01-20,-1.0,False
-0.00017782060772210279,-0.0323845107722868,2011-01-21,-1.0,False
-0.00017052264266699654,-0.03165320698657458,2011-01-24,-1.0,False
-0.0001629838746168556,-0.02108002231621363,2011-01-25,-1.0,False
-0.00017592684023254825,-0.02119918517626267,2011-01-26,-1.0,False
-0.00015947220477120704,-0.027769693675209706,2011-01-27,-1.0,False
-0.00010418750742484637,-0.026264608527333744,2011-01-28,-1.0,False
-0.00015771516373027178,-0.01941867272832268,2011-01-31,-1.0,False
-0.00014574428679283962,-0.018655699810256676,2011-02-01,-1.0,False
-0.00013704865396399157,-0.015656728358665134,2011-02-02,-1.0,False
-0.00010556762972781091,-0.016079740394178497,2011-02-03,-1.0,False
-0.00019119419777160703,-0.023617794627968203,2011-02-04,-1.0,False
-0.0002623666729694922,-0.02546280536105376,2011-02-07,-1.0,False
-0.00019024114790105562,-0.021681087952858683,2011-02-08,-1.0,False
-0.00015214100240598487,-0.020588334634230265,2011-02-09,-1.0,False
-0.00016455048367809564,-0.020607408629718302,2011-02-10,-1.0,False
-0.00017049360881129236,-0.020150515373592186,2011-02-11,-1.0,False
-0.00023412944498504403,-0.022622799344484447,2011-02-14,-1.0,False
-0.00016886434774504965,-0.021587837789262307,2011-02-15,-1.0,False
-0.00023391479283694022,-0.02019523753229726,2011-02-16,-1.0,False
-0.00011875657001047098,-0.011617103563872458,2011-02-17,-1.0,False
-0.0001545461282519784,-0.012448515496294143,2011-02-18,-1.0,False
-0.00030867872033668093,-0.013043197279867805,2011-02-21,-1.0,False
-6.063201778620954e-05,-0.008598362523504537,2011-02-22,-1.0,False
-0.00011451599510168918,-0.033042134165028124,2011-02-23,-1.0,False
-0.00011436732740121527,-0.03292465075916935,2011-02-24,-1.0,False
-0.00011649242874634584,-0.03288086802514424,2011-02-25,-1.0,False
-0.00011860930939129691,-0.03340560161579189,2011-02-28,-1.0,False
-0.00012369440186060278,-0.033659648348470655,2011-03-01,-1.0,False
-0.00016374944878081563,-0.0318144814227016,2011-03-02,-1.0,False
-0.00013373060422262336,-0.03175716689202483,2011-03-03,-1.0,False
-0.00011363091995362438,-0.030543632113122967,2011-03-04,-1.0,False
-0.00021306836939267082,-0.025281586646068385,2011-03-07,-1.0,False
-0.00012954388751434034,-0.031002034215134817,2011-03-08,-1.0,False
-0.00013008729069411096,-0.030792185134376687,2011-03-09,-1.0,False
-0.0001551528822692224,-0.031144204006447438,2011-03-10,-1.0,False
-0.00013448236565980824,-0.03192429829533507,2011-03-11,-1.0,False
-0.00014374124323309352,-0.03163349899339458,2011-03-14,-1.0,False
-0.0001423724613330406,-0.03141690224040134,2011-03-15,-1.0,False
-0.00012062256147143609,-0.03182803609770852,2011-03-16,-1.0,False
-0.00013178863856160063,-0.030542534726169062,2011-03-17,-1.0,False
-0.00013815799879264993,-0.02984171928896713,2011-03-18,-1.0,False
-0.00019406368274541046,-0.03328680760301216,2011-03-21,-1.0,False
-0.000156565184391252,-0.02715848454494885,2011-03-22,-1.0,False
-0.00013805390135053437,-0.027233132712407244,2011-03-23,-1.0,False
-0.00013171031139491994,-0.0268849940549442,2011-03-24,-1.0,False
-0.0001435231612747905,-0.02723418403647137,2011-03-25,-1.0,False
-0.00017853403979104594,-0.027910495103377952,2011-03-28,-1.0,False
-0.00011198735844192444,-0.02823958915393232,2011-03-29,-1.0,False
-0.00013284697870248464,-0.029342948854941955,2011-03-30,-1.0,False
-0.00012668155717114176,-0.029025900772158365,2011-03-31,-1.0,False
-0.00011931476123639066,-0.029184793328834766,2011-04-01,-1.0,False
-0.00013927131658291887,-0.02978702253253614,2011-04-04,-1.0,False
-0.00015069952226770485,-0.029795355750868818,2011-04-05,-1.0,False
-0.00015012277447205778,-0.029381872521688453,2011-04-06,-1.0,False
-0.00015856366350707125,-0.029534849691772867,2011-04-07,-1.0,False
-0.00015904475867812922,-0.029834006463848158,2011-04-08,-1.0,False
-0.00020732116779971475,-0.028999267697557604,2011-04-11,-1.0,False
-0.00014623007848297198,-0.028808199002898698,2011-04-12,-1.0,False
-0.00014757942370616984,-0.026687941918561473,2011-04-13,-1.0,False
-0.00018318889618636005,-0.024500109293673532,2011-04-14,-1.0,False
-0.0001458012435001179,-0.031223042605124318,2011-04-15,-1.0,False
-0.00015138109365470047,-0.031230995841561086,2011-04-18,-1.0,False
-0.0001561089426741433,-0.03343566415182916,2011-04-19,-1.0,False
-0.00014515716381524252,-0.03388673086471884,2011-04-20,-1.0,False
-0.00018035997260395581,-0.037798597510466034,2011-04-21,-1.0,False
-0.00019520334047174956,-0.03394352570696426,2011-04-22,-1.0,False
-0.00027237778149855204,-0.029796574665022276,2011-04-25,-1.0,False
-0.0002405200399505589,-0.03741243390888061,2011-04-26,-1.0,False
-0.00023178984759439404,-0.0387382319543731,2011-04-27,-1.0,False
-0.0002526629236700713,-0.040037300934176005,2011-04-28,-1.0,False
-0.00025410672872659007,-0.04027035634107311,2011-04-29,-1.0,False
-0.00021852733437699017,-0.03645876896099841,2011-05-02,-1.0,False
-0.0002204590795474489,-0.036482573800651334,2011-05-03,-1.0,False
-0.000206541158868578,-0.038938608259541006,2011-05-04,-1.0,False
-0.00030736440580093265,-0.03850458960935416,2011-05-05,-1.0,False
-0.00020866073472650874,-0.05069264837218219,2011-05-06,-1.0,False
-0.00018837603844768633,-0.050194667079293306,2011-05-09,-1.0,False
-0.000303314668945997,-0.029282113425003076,2011-05-10,-1.0,False
-0.00030812758853695674,-0.03061881221171695,2011-05-11,-1.0,False
-0.00028007596267062504,-0.03381631011768854,2011-05-12,-1.0,False
-0.0003355369340158827,-0.03422829372325722,2011-05-13,-1.0,False
-0.0002608531705803081,-0.03913419540973019,2011-05-16,-1.0,False
-0.0002717259628960212,-0.054571377910548634,2011-05-17,-1.0,False
-0.00036749225190355886,-0.054194767477471734,2011-05-18,-1.0,False
-0.00027555964624717734,-0.047153037164212555,2011-05-19,-1.0,False
-0.00026492792288637315,-0.047756025746405466,2011-05-20,-1.0,False
-0.00033501353263810403,-0.04281480096012659,2011-05-23,-1.0,False
-0.0002638794581094345,-0.05565240708576636,2011-05-24,-1.0,False
-0.0003666417258815232,-0.05021559123325772,2011-05-25,-1.0,False
-0.00023136578358213684,-0.05514253031585377,2011-05-26,-1.0,False
-0.0002622879385347591,-0.05881219457784719,2011-05-27,-1.0,False
-0.00022607581238395842,-0.062207546437196476,2011-05-30,-1.0,False
-0.00023914207317192495,-0.06554505807241275,2011-05-31,-1.0,False
-0.00024414085700106327,-0.06572553930758153,2011-06-01,-1.0,False
-0.00022118187468852453,-0.06539056788698923,2011-06-02,-1.0,False
-0.00023407786594653777,-0.07013164831633427,2011-06-03,-1.0,False
-0.00023774238561519975,-0.06882199639743819,2011-06-06,-1.0,False
-0.00022054630150093667,-0.06691329717189787,2011-06-07,-1.0,False
-0.00018169876881700788,-0.06676495493411615,2011-06-08,-1.0,False
-0.00020017021840225993,-0.0657284719227164,2011-06-09,-1.0,False
-0.0001644293794053056,-0.06811833595054254,2011-06-10,-1.0,False
-0.00020793768509996458,-0.065629591334493,2011-06-13,-1.0,False
-0.00019262395301493688,-0.06642314340157338,2011-06-14,-1.0,False
-0.00018996913583846806,-0.06616184529165764,2011-06-15,-1.0,False
-0.0002092614937966199,-0.06371739403997721,2011-06-16,-1.0,False
-0.0001391551520080049,-0.07216750834996133,2011-06-17,-1.0,False
-0.00023235347550935582,-0.07607223859843266,2011-06-20,-1.0,False
-0.00014280113996784728,-0.06905735566066715,2011-06-21,-1.0,False
-0.00015338702601031497,-0.06855907124655976,2011-06-22,-1.0,False
-0.00013806761899464766,-0.06786956983494928,2011-06-23,-1.0,False
-0.0001458491806567205,-0.06935834463030237,2011-06-24,-1.0,False
-0.00015048359407442477,-0.069853775968168,2011-06-27,-1.0,False
-0.00013558431731743606,-0.0679940246642055,2011-06-28,-1.0,False
-0.00015199431698585802,-0.06937765194692672,2011-06-29,-1.0,False
-0.00011001022865110491,-0.06924622995410991,2011-06-30,-1.0,False
-0.0001469561601959985,-0.07614996778221313,2011-07-01,-1.0,False
-0.0001605049427539262,-0.07704349255528653,2011-07-04,-1.0,False
-0.00017015923724837356,-0.07693369527968197,2011-07-05,-1.0,False
-0.00017888142652945762,-0.07220363843907761,2011-07-06,-1.0,False
-0.00016400001517577687,-0.0710658951162005,2011-07-07,-1.0,False
-0.00018508964981682287,-0.07469122501200515,2011-07-08,-1.0,False
-0.00014454266849607796,-0.08224247698792936,2011-07-11,-1.0,False
-0.00014337205752717715,-0.08245443520150524,2011-07-12,-1.0,False
-0.00010250543801955113,-0.08126488868901037,2011-07-13,-1.0,False
-0.00011432867993408733,-0.08241677237947322,2011-07-14,-1.0,False
-0.00017156656762794433,-0.08023371844680187,2011-07-15,-1.0,False
-0.0002159319926181932,-0.08830102971281517,2011-07-18,-1.0,False
-9.5154702500616e-05,-0.10127067545605006,2011-07-19,-1.0,False
-5.765340362986358e-05,-0.10254792584543586,2011-07-20,-1.0,False
-5.7609294403928485e-05,-0.10062197994493867,2011-07-21,-1.0,False
-4.804048766958493e-05,-0.09913989817145756,2011-07-22,-1.0,False
-0.00011553497855500257,-0.10430357719196848,2011-07-25,-1.0,False
-0.00011206716596157553,-0.10416701702907238,2011-07-26,-1.0,False
-9.445649908837041e-05,-0.10516782293196988,2011-07-27,-1.0,False
-0.00014732644155587154,-0.10263847208076586,2011-07-28,-1.0,False
-0.0001152945260861139,-0.10525305096229408,2011-07-29,-1.0,False
-0.0001705528831882009,-0.0867993093176701,2011-08-01,-1.0,False
-0.00021254672966910794,-0.0838083254326412,2011-08-02,-1.0,False
-0.0001690155990276379,-0.08898156964007271,2011-08-03,-1.0,False
-0.00021863020700152737,-0.09309718645502969,2011-08-04,-1.0,False
-0.00014060077738067952,-0.12334373963688056,2011-08-05,-1.0,False
-0.00012869743417606792,-0.12369843410986613,2011-08-08,-1.0,False
-0.00019159781384744853,-0.08680502914638057,2011-08-09,-1.0,False
-0.00019254544271946967,-0.07044870033777857,2011-08-10,-1.0,False
-0.00015506494939479372,-0.06470300537649568,2011-08-11,-1.0,False
-0.00018970165403354368,-0.052916762624655875,2011-08-12,-1.0,False
-0.00013016830543515046,-0.051219024731994335,2011-08-15,-1.0,False
-0.0002818630349381562,-0.0673545611033649,2011-08-16,-1.0,False
-0.00026736713027595334,-0.07217506844169827,2011-08-17,-1.0,False
-0.00020960947658292414,-0.07797676713924452,2011-08-18,-1.0,False
-0.00017067434424320547,-0.10415069855896479,2011-08-19,-1.0,False
-0.0002902381320858311,-0.0929942649972445,2011-08-22,-1.0,False
-0.00019439699883771143,-0.09277713605969576,2011-08-23,-1.0,False
-0.0001809846954870075,-0.08885968267620016,2011-08-24,-1.0,False
-0.0001808133853659864,-0.0880110128790917,2011-08-25,-1.0,False
-0.0001732698358199498,-0.08923684640933438,2011-08-26,-1.0,False
-0.0001891542060118301,-0.09162659370452686,2011-08-29,-1.0,False
-0.00019886043050128114,-0.09111193275220009,2011-08-30,-1.0,False
-0.00018679719616136828,-0.0908501575141481,2011-08-31,-1.0,False
-0.00018068437102733136,-0.09046870416576232,2011-09-01,-1.0,False
-0.00020074677230122877,-0.08837288730838644,2011-09-02,-1.0,False
-0.0002482742777762598,-0.07905410757137252,2011-09-05,-1.0,False
-0.00023946560833219927,-0.0791135707132136,2011-09-06,-1.0,False
-0.00017775203365921906,-0.08359229607856054,2011-09-07,-1.0,False
-0.0001867468776580646,-0.08439869186288242,2011-09-08,-1.0,False
-0.00012627523956487282,-0.08627472931518684,2011-09-09,-1.0,False
-0.00018920315414875738,-0.0773239672933926,2011-09-12,-1.0,False
-0.00016835965329661028,-0.07428439222123415,2011-09-13,-1.0,False
-9.814905402959441e-05,-0.06643749201595915,2011-09-14,-1.0,False
-0.00010325410444310083,-0.060322806722247366,2011-09-15,-1.0,False
-5.2640896692479184e-05,-0.05486659902201074,2011-09-16,-1.0,False
-6.146640138096645e-05,-0.05574840747115506,2011-09-19,-1.0,False
-3.797426740617206e-05,-0.05739888586166054,2011-09-20,-1.0,False
-3.7272630421852936e-05,-0.05718433065701346,2011-09-21,-1.0,False
-3.516545990952527e-05,-0.05818680986710963,2011-09-22,-1.0,False
-3.4799695029776486e-05,-0.04336167933170984,2011-09-23,-1.0,False
-4.465567312264114e-05,-0.042925590978134094,2011-09-26,-1.0,False
7.407537207560687e-05,-0.021955233671366106,2011-09-27,-1.0,False
8.937388087673293e-06,-0.026817906715167414,2011-09-28,-1.0,False
-4.800324017368828e-05,-0.02567065662184469,2011-09-29,-1.0,False
1.8052341366723394e-05,-0.023235711584875245,2011-09-30,-1.0,False
-4.1293877991977034e-05,-0.010575877949705879,2011-10-03,-1.0,False
-7.89340698358316e-06,-0.018749056957363907,2011-10-04,-1.0,False
-0.00015421239344545046,-0.036028277041603995,2011-10-05,-1.0,False
6.536140801521512e-07,-0.019262255333460106,2011-10-06,-1.0,False
-3.358372076561215e-05,-0.021778049448981603,2011-10-07,-1.0,False
3.331942716149164e-05,-0.017795748510466943,2011-10-10,-1.0,False
2.0089500185874792e-05,-0.017930301012650293,2011-10-11,-1.0,False
-8.537330334030184e-05,-0.01853519160414726,2011-10-12,-1.0,False
-3.2829302395804076e-05,-0.014968454317234085,2011-10-13,-1.0,False
-1.8622800999142586e-05,-0.015069640914004713,2011-10-14,-1.0,False
-0.0001258096706995581,-0.025509872192909625,2011-10-17,-1.0,False
-1.7277866670618397e-05,-0.037955384616164954,2011-10-18,-1.0,False
4.7367827869196645e-06,-0.037667447520653874,2011-10-19,-1.0,False
-2.6403028614107124e-05,-0.036284015216019934,2011-10-20,-1.0,False
1.1856082045877687e-06,-0.0349420494885627,2011-10-21,-1.0,False
4.358421934383933e-05,-0.032505898783291194,2011-10-24,-1.0,False
-2.7044765395512985e-05,-0.04004884209242166,2011-10-25,-1.0,False
-2.1963630257813515e-05,-0.04012538074714941,2011-10-26,-1.0,False
-1.1685175534253176e-05,-0.03938832802494421,2011-10-27,-1.0,False
3.180327959614441e-05,-0.042044890802054466,2011-10-28,-1.0,False
-6.204956931310278e-05,-0.041897799838622796,2011-10-31,-1.0,False
1.9315235050399955e-05,-0.05382769585058489,2011-11-01,-1.0,False
-2.258249636017431e-05,-0.05221524385089245,2011-11-02,-1.0,False
-2.3043065119146403e-05,-0.050485141181763914,2011-11-03,-1.0,False
5.332789123767696e-05,-0.052941895232578785,2011-11-04,-1.0,False
5.927111516086296e-05,-0.05298771338801157,2011-11-07,-1.0,False
6.095335655284393e-05,-0.05301130174808486,2011-11-08,-1.0,False
8.800678804310016e-05,-0.05344149330168432,2011-11-09,-1.0,False
-1.259064799435386e-05,-0.04892947461860437,2011-11-10,-1.0,False
1.0560662656541524e-05,-0.0462537602966986,2011-11-11,-1.0,False
1.216293406101862e-05,-0.04606753014346858,2011-11-14,-1.0,False
6.839891473990631e-06,-0.04590630369380644,2011-11-15,-1.0,False
7.769504072812719e-06,-0.045046843726667694,2011-11-16,-1.0,False
-2.5076894105500815e-06,-0.04467142068980105,2011-11-17,-1.0,False
-2.1885312959038673e-05,-0.04337588085966311,2011-11-18,-1.0,False
2.0126288368024574e-06,-0.04308361725253452,2011-11-21,-1.0,False
4.443216713913959e-05,-0.040112927107638474,2011-11-22,-1.0,False
7.147681350599922e-06,-0.04091519406864931,2011-11-23,-1.0,False
-4.925990430241083e-06,-0.03911985586232874,2011-11-24,-1.0,False
-2.0265849116165577e-05,-0.039113107239513355,2011-11-25,-1.0,False
6.108184728224555e-06,-0.0399025431051072,2011-11-28,-1.0,False
3.774771793911552e-05,-0.03540376927275189,2011-11-29,-1.0,False
3.788871458129201e-05,-0.035448281708809926,2011-11-30,-1.0,False
2.7858979302008064e-05,-0.03819280908696681,2011-12-01,-1.0,False
-6.030536260869552e-06,-0.037842503398609936,2011-12-02,-1.0,False
-2.2070985649633097e-06,-0.03772881672946747,2011-12-05,-1.0,False
3.6391799472404156e-05,-0.036531735947764696,2011-12-06,-1.0,False
1.9122357116481205e-06,-0.036653874587119696,2011-12-07,-1.0,False
3.8870658160540884e-05,-0.03619566514851744,2011-12-08,-1.0,False
-2.2985727895079095e-05,-0.03569586644668524,2011-12-09,-1.0,False
-2.982494725073838e-06,-0.03406007318527087,2011-12-12,-1.0,False
2.626855874718545e-06,-0.03437380967223163,2011-12-13,-1.0,False
2.715028328947941e-05,-0.035444339532162555,2011-12-14,-1.0,False
6.570646256969023e-05,-0.03490451422069096,2011-12-15,-1.0,False
2.6959378824100853e-05,-0.035121467826382376,2011-12-16,-1.0,False
2.0581455360119756e-06,-0.035590406855552564,2011-12-19,-1.0,False
9.419984053499459e-05,-0.03819284307134126,2011-12-20,-1.0,False
1.438807175099746e-05,-0.04160883600166123,2011-12-21,-1.0,False
1.990363939909941e-05,-0.041250433805805266,2011-12-22,-1.0,False
0.0001082865209167406,-0.0399015781659428,2011-12-23,-1.0,False
2.318435821848961e-05,-0.042670764952653734,2011-12-26,-1.0,False
8.802283618632213e-06,-0.04253745797877432,2011-12-27,-1.0,False
1.4351403317385652e-05,-0.042491877907710425,2011-12-28,-1.0,False
-5.524220438247572e-06,-0.0418542300247406,2011-12-29,-1.0,False
-3.7706129524661377e-05,-0.045069972331554034,2011-12-30,-1.0,False
2.259023929471139e-06,-0.04881726286318553,2012-01-02,-1.0,False
-6.859554002941321e-05,-0.048812124299305246,2012-01-03,-1.0,False
9.193557037938583e-05,-0.03972673248804791,2012-01-04,-1.0,False
2.24092669408568e-05,-0.03974261640260219,2012-01-05,-1.0,False
2.2780476140824548e-05,-0.03975579154688856,2012-01-06,-1.0,False
4.812842171026766e-05,-0.0417720563613235,2012-01-09,-1.0,False
0.00010326166220550515,-0.04147010165116476,2012-01-10,-1.0,False
8.77149768919431e-05,-0.04162404092910924,2012-01-11,-1.0,False
6.113319461340628e-05,-0.04283419636839053,2012-01-12,-1.0,False
5.0123517949718584e-05,-0.04301213773630547,2012-01-13,-1.0,False
5.747143615271715e-05,-0.04101873967872786,2012-01-16,-1.0,False
3.060998955918676e-05,-0.04151429788224114,2012-01-17,-1.0,False
6.167133953343311e-05,-0.045390832329396946,2012-01-18,-1.0,False
2.5289245087833727e-05,-0.04708588620750796,2012-01-19,-1.0,False
-2.329202011766379e-05,-0.04938131866997637,2012-01-20,-1.0,False
-4.2962247874474465e-05,-0.04929993658991975,2012-01-23,-1.0,False
8.698948866922141e-07,-0.04882394714069083,2012-01-24,-1.0,False
4.7656149825980194e-05,-0.048499532865366665,2012-01-25,-1.0,False
0.00010177490861751061,-0.04644434001564058,2012-01-26,-1.0,False
7.595974818618206e-05,-0.047361228773263646,2012-01-27,-1.0,False
9.145543455436712e-06,-0.04679584914758657,2012-01-30,-1.0,False
6.443651518860519e-05,-0.047411643301453255,2012-01-31,-1.0,False
9.530531257127028e-05,-0.045471922145577125,2012-02-01,-1.0,False
2.793615529629021e-05,-0.0462198210875094,2012-02-02,-1.0,False
6.386524842278293e-05,-0.046952905159731696,2012-02-03,-1.0,False
1.600002068268282e-05,-0.048774561160772195,2012-02-06,-1.0,False
6.33297461781972e-05,-0.04803672030202062,2012-02-07,-1.0,False
0.00014528138084666514,-0.04730286229938815,2012-02-08,-1.0,False
4.674276138081711e-05,-0.047648371478297986,2012-02-09,-1.0,False
2.401297182720414e-05,-0.04226377512944663,2012-02-10,-1.0,False
4.5916018774869665e-05,-0.042973387036205485,2012-02-13,-1.0,False
5.323577316254584e-05,-0.0428716626515984,2012-02-14,-1.0,False
7.351508075238284e-05,-0.042486243786406884,2012-02-15,-1.0,False
5.050526264999713e-05,-0.041466431529275934,2012-02-16,-1.0,False
8.760872009637675e-05,-0.04126487086920605,2012-02-17,-1.0,False
8.263485792745168e-05,-0.041294129545673436,2012-02-20,-1.0,False
7.785772996739608e-05,-0.04123664661460302,2012-02-21,-1.0,False
0.0001914784591248763,-0.04430341226095881,2012-02-22,-1.0,False
0.00011895753127702691,-0.04130622741398458,2012-02-23,-1.0,False
0.0001181823362355834,-0.04134378701876056,2012-02-24,-1.0,False
0.00012206805233434126,-0.04149557611114874,2012-02-27,-1.0,False
0.00015146021096947783,-0.04064961504396127,2012-02-28,-1.0,False
0.00011009374616416606,-0.04123452895296376,2012-02-29,-1.0,False
